+1.000000000000,+0.869293212891,-0.635081827641,+0.225690260530,+0.327470064163,-0.689993202686,+0.754202246666,-0.248573139310,-1.092063903809,+0.000000000000,+1.374992132187,-0.653674185276,+0.930349111557,+1.107436060905,+1.138904333115,-1.578198313713,-1.046985387802,+0.000000000000,+0.657929539680,-0.010454569943,-0.045767169446,+3.101961374283,+1.353760004044,+0.979563117027,+0.978076159954,+0.920004844666,+0.721657454967,+0.988750934601,+0.876678347588
+1.000000000000,+0.907542109489,+0.329147279263,+0.359411865473,+1.497969865799,-0.313009530306,+1.095530629158,-0.557524919510,-1.588229775429,+2.173076152802,+0.812581181526,-0.213641926646,+1.271014571190,+2.214872121811,+0.499993950129,-1.261431813240,+0.732156157494,+0.000000000000,+0.398700892925,-1.138930082321,-0.000819110195,+0.000000000000,+0.302219897509,+0.833048164845,+0.985699653625,+0.978098392487,+0.779732167721,+0.992355763912,+0.798342585564
+1.000000000000,+0.798834741116,+1.470638751984,-1.635974764824,+0.453773170710,+0.425629168749,+1.104874610901,+1.282322287560,+1.381664276123,+0.000000000000,+0.851737201214,+1.540658950806,-0.819689512253,+2.214872121811,+0.993489921093,+0.356080114841,-0.208777546883,+2.548224449158,+1.256954550743,+1.128847599030,+0.900460839272,+0.000000000000,+0.909753262997,+1.108330488205,+0.985692203045,+0.951331257820,+0.803251504898,+0.865924417973,+0.780117571354
+0.000000000000,+1.344384789467,-0.876626014709,+0.935912728310,+1.992050051689,+0.882454395294,+1.786065936089,-1.646777749062,-0.942382514477,+0.000000000000,+2.423264741898,-0.676015794277,+0.736158668995,+2.214872121811,+1.298719763756,-1.430738091469,-0.364658176899,+0.000000000000,+0.745312690735,-0.678378820419,-1.360356330872,+0.000000000000,+0.946652472019,+1.028703689575,+0.998656094074,+0.728280603886,+0.869200229645,+1.026736497879,+0.957903981209
+1.000000000000,+1.105008959770,+0.321355551481,+1.522401213646,+0.882807612419,-1.205349326134,+0.681466102600,-1.070463895798,-0.921870648861,+0.000000000000,+0.800872147083,+1.020974040031,+0.971406519413,+2.214872121811,+0.596761286259,-0.350272864103,+0.631194293499,+0.000000000000,+0.479998886585,-0.373565524817,+0.113040611148,+0.000000000000,+0.755856454372,+1.361057043076,+0.986609697342,+0.838084638119,+1.133295178413,+0.872244894505,+0.808486521244
+0.000000000000,+1.595839262009,-0.607810676098,+0.007074915804,+1.818449616432,-0.111905992031,+0.847549915314,-0.566437005997,+1.581239342690,+2.173076152802,+0.755420982838,+0.643109619617,+1.426366806030,+0.000000000000,+0.921660780907,-1.190432429314,-1.615589022636,+0.000000000000,+0.651114106178,-0.654226958752,-1.274344921112,+3.101961374283,+0.823760569096,+0.938191413879,+0.971758186817,+0.789176344872,+0.430553287268,+0.961356937885,+0.957817912102
+1.000000000000,+0.409391343594,-1.884683609009,-1.027292013168,+1.672451734543,-1.604598283768,+1.338014960289,+0.055427443236,+0.013465881348,+2.173076152802,+0.509783267975,-1.038338065147,+0.707862317562,+0.000000000000,+0.746917545795,-0.358465105295,-1.646654248238,+0.000000000000,+0.367057979107,+0.069496460259,+1.377130270004,+3.101961374283,+0.869418382645,+1.222082972527,+1.000627398491,+0.545044958591,+0.698652505875,+0.977314472198,+0.828786075115
+1.000000000000,+0.933895349503,+0.629129707813,+0.527534842491,+0.238032743335,-0.966569125652,+0.547811150551,-0.059439226985,-1.706866145134,+2.173076152802,+0.941002726555,-2.653732776642,-0.157219991088,+0.000000000000,+1.030370354652,-0.175505101681,+0.523020923138,+2.548224449158,+1.373546600342,+1.291248083115,-1.467454433441,+0.000000000000,+0.901837289333,+1.083671212196,+0.979696094990,+0.783300399780,+0.849195182323,+0.894356310368,+0.774879395962
+1.000000000000,+1.405143737793,+0.536602616310,+0.689554333687,+1.179567337036,-0.110061153769,+3.202404975891,-1.526960015297,-1.576033473015,+0.000000000000,+2.931536912918,+0.567342460155,-0.130033344030,+2.214872121811,+1.787122726440,+0.899498581886,+0.585151314735,+2.548224449158,+0.401865214109,-0.151201695204,+1.163489103317,+0.000000000000,+1.667070508003,+4.039272785187,+1.175828456879,+1.045351743698,+1.542971968651,+3.534826755524,+2.740753889084
+1.000000000000,+1.176565527916,+0.104160502553,+1.397002458572,+0.479721307755,+0.265513390303,+1.135563015938,+1.534830927849,-0.253291219473,+0.000000000000,+1.027246594429,+0.534315764904,+1.180022358894,+0.000000000000,+2.405661106110,+0.087556764483,-0.976534068584,+2.548224449158,+1.250382542610,+0.268541216850,+0.530334472656,+0.000000000000,+0.833174884319,+0.773968100548,+0.985749959946,+1.103696346283,+0.849139869213,+0.937103986740,+0.812363803387
+1.000000000000,+0.945973992348,+1.111244320869,+1.218337059021,+0.907639086246,+0.821536958218,+1.153243303299,-0.365420281887,-1.566054821014,+0.000000000000,+0.744719207287,+0.720819532871,-0.375822931528,+2.214872121811,+0.608879148960,+0.307836949825,-1.281638383865,+0.000000000000,+1.597967982292,-0.451018035412,+0.063653446734,+3.101961374283,+0.829024136066,+0.980648279190,+0.994359791279,+0.908247828484,+0.775878906250,+0.783311367035,+0.725121796131
+0.000000000000,+0.739356756210,-0.178290426731,+0.829934239388,+0.504539072514,-0.130216747522,+0.961051344872,-0.355517983437,-1.717399358749,+2.173076152802,+0.620956063271,-0.481741040945,-1.199193239212,+0.000000000000,+0.982601404190,+0.081185027957,-0.290323644876,+0.000000000000,+1.064662933350,+0.774064958096,+0.398820340633,+3.101961374283,+0.944536030293,+1.026260614395,+0.982196748257,+0.542114675045,+1.250978946686,+0.830044627190,+0.761307954788
+1.000000000000,+1.384097695351,+0.116822093725,-1.179878950119,+0.762912571430,-0.079782269895,+1.019863128662,+0.877318263054,+1.276887178421,+2.173076152802,+0.331252098083,+1.409523487091,-1.474388837814,+0.000000000000,+1.282738208771,+0.737474381924,-0.225419610739,+0.000000000000,+1.559753060341,+0.846520543098,+0.504808545113,+3.101961374283,+0.959324657917,+0.807376027107,+1.191813588142,+1.221210360527,+0.861141264439,+0.929340898991,+0.838302373886
